117,263.024,62.966
118,265.291,63.612
119,267.413,64.220
120,269.655,64.866
121,271.884,65.512
122,274.100,66.158
123,276.303,66.804
124,278.493,67.450
125,280.796,68.134
126,282.958,68.780
127,285.232,69.464
128,287.365,70.110
129,289.609,70.794
130,291.838,71.478
131,294.050,72.162
132,296.247,72.846
133,298.427,73.530
134,300.712,74.252
135,302.859,74.936
136,305.108,75.658
137,307.222,76.342
138,309.435,77.064
139,311.629,77.786
140,313.804,78.508
141,316.074,79.268
142,318.211,79.990
143,320.439,80.750
144,322.536,81.472
145,324.723,82.232
146,326.996,83.030
147,329.138,83.790
148,331.258,84.550
149,333.460,85.348
150,335.638,86.146
151,337.791,86.944
152,340.020,87.780
153,342.122,88.578
154,344.297,89.414
155,346.444,90.250
156,348.563,91.086
157,350.749,91.960
158,352.904,92.834
159,355.027,93.708
160,357.119,94.582
161,359.269,95.494
162,361.384,96.406
163,363.550,97.356
164,365.594,98.268
165,367.769,99.256
166,369.821,100.206
167,371.914,101.194
168,373.965,102.182
169,376.050,103.208
170,378.165,104.272
171,380.156,105.298
172,382.245,106.400
173,384.279,107.502
174,386.259,108.604
175,388.317,109.782
176,390.248,110.922
177,392.244,112.138
178,394.232,113.392
179,396.148,114.646
180,398.047,115.938
181,399.922,117.268
182,401.765,118.636
183,403.617,120.080
184,405.416,121.562
185,407.154,123.082
186,408.823,124.640
187,410.450,126.274
188,412.017,127.984
189,413.505,129.770
190,414.868,131.594
191,416.142,133.532
192,417.273,135.546
193,418.241,137.636
194,419.022,139.802
195,419.590,142.044
196,419.922,144.362
197,419.994,146.642
198,419.809,148.960
199,419.373,151.240
200,418.711,153.444
201,417.850,155.572
202,416.792,157.662
203,415.597,159.638
204,414.272,161.538
205,412.869,163.324
206,411.348,165.072
207,409.758,166.744
208,408.076,168.378
209,406.355,169.936
210,404.612,171.418
211,402.815,172.862
212,400.972,174.268
213,399.092,175.636
214,397.180,176.966
215,395.304,178.220
216,393.356,179.474
217,391.398,180.690
218,389.374,181.906
219,387.416,183.046
220,385.399,184.186
221,383.325,185.326
222,381.337,186.390
223,379.300,187.454
224,377.212,188.518
225,375.153,189.544
226,373.048,190.570
227,370.978,191.558
228,368.866,192.546
229,366.796,193.496
230,364.688,194.446
231,362.542,195.396
232,360.446,196.308
233,358.316,197.220
234,356.151,198.132
235,354.044,199.006
236,351.906,199.880
237,349.737,200.754
238,347.633,201.590
239,345.502,202.426
240,343.342,203.262
241,341.155,204.098
242,338.940,204.934
243,336.800,205.732
244,334.636,206.530
245,332.447,207.328
246,330.339,208.088
247,328.102,208.886
248,325.950,209.646
249,323.775,210.406
250,321.579,211.166
251,319.362,211.926
252,317.236,212.648
253,314.977,213.408
254,312.811,214.130
255,310.627,214.852
256,308.424,215.574
257,306.203,216.296
258,303.963,217.018
259,301.824,217.702
260,299.669,218.386
261,297.376,219.108
262,295.188,219.792
263,292.984,220.476
264,290.764,221.160
265,288.528,221.844
266,286.402,222.490
267,284.136,223.174
268,281.981,223.820
269,279.686,224.504
270,277.503,225.150
271,275.308,225.796
272,273.099,226.442
273,270.877,227.088
274,268.642,227.734
275,266.394,228.380
276,264.133,229.026
277,261.994,229.634
278,259.708,230.280
279,257.546,230.888
280,255.236,231.534
281,253.051,232.142
282,250.856,232.750
283,248.649,233.358
284,246.432,233.966
285,244.204,234.574
286,241.966,235.182
287,239.718,235.790
288,237.459,236.398
289,235.190,237.006
290,232.911,237.614
291,230.766,238.184
292,228.468,238.792
293,226.305,239.362
294,223.988,239.970
295,221.807,240.540
296,219.618,241.110
297,217.274,241.718
298,215.068,242.288
299,212.854,242.858
300,210.632,243.428
301,208.402,243.998
302,206.164,244.568
303,203.919,245.138
304,201.666,245.708
305,199.405,246.278
306,197.137,246.848
307,194.861,247.418
308,192.731,247.950
309,190.441,248.520
310,188.144,249.090
311,185.994,249.622
312,183.684,250.192
313,181.521,250.724
314,179.197,251.294
315,177.023,251.826
316,174.686,252.396
317,172.499,252.928
318,170.307,253.460
319,167.952,254.030
320,165.748,254.562
321,163.539,255.094
322,161.324,255.626
323,158.946,256.196
324,156.720,256.728
325,154.490,257.260
326,152.254,257.792
327,150.013,258.324
328,147.768,258.856
329,145.518,259.388
330,143.263,259.920
331,141.003,260.452
332,138.739,260.984
333,136.470,261.516
334,134.196,262.048
335,132.081,262.542
336,129.800,263.074
337,127.514,263.606
338,125.224,264.138
339,122.929,264.670
340,120.795,265.164
341,118.493,265.696
342,116.188,266.228
343,114.043,266.722
344,111.730,267.254
345,109.413,267.786
346,107.259,268.280
347,104.935,268.812
348,102.775,269.306
349,100.445,269.838
350,98.278,270.332
351,95.942,270.864
352,93.769,271.358
353,91.427,271.890
354,89.249,272.384
355,86.901,272.916
356,84.718,273.410
357,82.365,273.942
358,80.177,274.436
359,77.987,274.930
360,75.626,275.462
361,73.432,275.956
362,71.235,276.450
363,68.867,276.982
364,66.667,277.476
365,64.464,277.970
366,62.090,278.502
367,59.884,278.996
368,57.676,279.490
369,55.466,279.984
370,53.085,280.516
371,50.872,281.010
372,48.658,281.504
373,46.442,281.998
374,44.055,282.530
375,41.837,283.024
376,39.617,283.518
377,37.397,284.012
378,35.004,284.544
379,32.782,285.038
380,30.558,285.532
381,28.334,286.026
382,26.109,286.520
383,23.883,287.014
384,21.485,287.546
385,19.257,288.040
386,17.030,288.534
387,14.801,289.028
388,12.573,289.522
389,10.344,290.016
390,7.943,290.548
391,5.713,291.042
392,3.483,291.536
393,1.253,292.030
394,-0.976,292.524
395,-3.206,293.018
396,-5.608,293.550
397,-7.837,294.044
398,-10.067,294.538
399,-12.296,295.032
400,-14.524,295.526
401,-16.753,296.020
402,-19.152,296.552
403,-21.379,297.046
404,-23.606,297.540
405,-25.832,298.034
406,-28.057,298.528
407,-30.282,299.022
408,-32.677,299.554
409,-34.899,300.048
410,-37.121,300.542
411,-39.342,301.036
412,-41.561,301.530
413,-43.950,302.062
414,-46.167,302.556
415,-48.383,303.050
416,-50.597,303.544
417,-52.980,304.076
418,-55.192,304.570
419,-57.401,305.064
420,-59.610,305.558
421,-61.986,306.090
422,-64.190,306.584
423,-66.393,307.078
424,-68.763,307.610
425,-70.962,308.104
426,-73.159,308.598
427,-75.522,309.130
428,-77.715,309.624
429,-79.905,310.118
430,-82.261,310.650
431,-84.447,311.144
432,-86.798,311.676
433,-88.979,312.170
434,-91.324,312.702
435,-93.499,313.196
436,-95.839,313.728
437,-98.009,314.222
438,-100.342,314.754
439,-102.506,315.248
440,-104.833,315.780
441,-106.991,316.274
442,-109.311,316.806
443,-111.463,317.300
444,-113.776,317.832
445,-116.086,318.364
446,-118.228,318.858
447,-120.530,319.390
448,-122.828,319.922
449,-124.959,320.416
450,-127.250,320.948
451,-129.536,321.480
452,-131.818,322.012
453,-134.096,322.544
454,-136.370,323.076
455,-138.477,323.570
456,-140.742,324.102
457,-143.002,324.634
458,-145.258,325.166
459,-147.509,325.698
460,-149.755,326.230
461,-151.996,326.762
462,-154.232,327.294
463,-156.463,327.826
464,-158.848,328.396
465,-161.068,328.928
466,-163.283,329.460
467,-165.493,329.992
468,-167.698,330.524
469,-170.054,331.094
470,-172.247,331.626
471,-174.434,332.158
472,-176.771,332.728
473,-178.947,333.260
474,-181.271,333.830
475,-183.434,334.362
476,-185.745,334.932
477,-188.050,335.502
478,-190.194,336.034
479,-192.484,336.604
480,-194.768,337.174
481,-196.892,337.706
482,-199.161,338.276
483,-201.422,338.846
484,-203.676,339.416
485,-205.923,339.986
486,-208.161,340.556
487,-210.392,341.126
488,-212.615,341.696
489,-214.830,342.266
490,-217.037,342.836
491,-219.382,343.444
492,-221.572,344.014
493,-223.753,344.584
494,-226.071,345.192
495,-228.235,345.762
496,-230.534,346.370
497,-232.681,346.940
498,-234.961,347.548
499,-237.230,348.156
500,-239.490,348.764
501,-241.740,349.372
502,-243.839,349.942
503,-246.069,350.550
504,-248.426,351.196
505,-250.633,351.804
506,-252.830,352.412
507,-255.016,353.020
508,-257.327,353.666
509,-259.491,354.274
510,-261.777,354.920
511,-263.918,355.528
512,-266.180,356.174
513,-268.429,356.820
514,-270.665,357.466
515,-272.889,358.112
516,-275.099,358.758
517,-277.295,359.404
518,-279.479,360.050
519,-281.649,360.696
520,-283.932,361.380
521,-286.073,362.026
522,-288.326,362.710
523,-290.564,363.394
524,-292.785,364.078
525,-294.991,364.762
526,-297.181,365.446
527,-299.354,366.130
528,-301.512,366.814
529,-303.772,367.536
530,-306.013,368.258
531,-308.120,368.942
532,-310.325,369.664
533,-312.512,370.386
534,-314.793,371.146
535,-316.941,371.868
536,-319.182,372.628
537,-321.291,373.350
538,-323.489,374.110
539,-325.667,374.870
540,-327.822,375.630
541,-330.062,376.428
542,-332.172,377.188
543,-334.364,377.986
544,-336.532,378.784
545,-338.675,379.582
546,-340.893,380.418
547,-343.083,381.254
548,-345.149,382.052
549,-347.381,382.926
550,-349.488,383.762
551,-351.661,384.636
552,-353.802,385.510
553,-355.913,386.384
554,-358.081,387.296
555,-360.127,388.170
556,-362.315,389.120
557,-364.380,390.032
558,-366.493,390.982
559,-368.569,391.932
560,-370.686,392.920
561,-372.762,393.908
562,-374.873,394.934
563,-376.939,395.960
564,-378.959,396.986
565,-381.077,398.088
566,-383.071,399.152
567,-385.084,400.254
568,-387.109,401.394
569,-389.141,402.572
570,-391.110,403.750
571,-393.077,404.966
572,-395.036,406.220
573,-396.922,407.474
574,-398.844,408.804
575,-400.685,410.134
576,-402.542,411.540
577,-404.353,412.984
578,-406.110,414.466
579,-407.847,416.024
580,-409.507,417.620
581,-411.118,419.292
582,-412.627,421.002
583,-414.084,422.826
584,-415.407,424.688
585,-416.628,426.664
586,-417.698,428.716
587,-418.593,430.844
588,-419.289,433.048
589,-419.762,435.328
590,-419.982,437.608
591,-419.948,439.926
592,-419.660,442.206
593,-419.131,444.448
594,-418.374,446.652
595,-417.439,448.742
596,-416.316,450.794
597,-415.070,452.732
598,-413.703,454.594
599,-412.236,456.380
600,-410.689,458.090
601,-409.081,459.724
602,-407.389,461.320
603,-405.666,462.840
604,-403.882,464.322
605,-402.045,465.766
606,-400.215,467.134
607,-398.299,468.502
608,-396.410,469.794
609,-394.445,471.086
610,-392.526,472.302
611,-390.540,473.518
612,-388.552,474.696
613,-386.570,475.836
614,-384.529,476.976
615,-382.501,478.078
616,-380.492,479.142
617,-378.434,480.206
618,-376.326,481.270
619,-374.247,482.296
620,-372.201,483.284
621,-370.114,484.272
622,-367.985,485.260
623,-365.899,486.210
624,-363.775,487.160
625,-361.700,488.072
626,-359.590,488.984
627,-357.445,489.896
628,-355.267,490.808
629,-353.147,491.682
630,-350.996,492.556
631,-348.909,493.392
632,-346.698,494.266
633,-344.554,495.102
634,-342.382,495.938
635,-340.283,496.736
636,-338.057,497.572
637,-335.907,498.370
638,-333.732,499.168
639,-331.533,499.966
640,-329.416,500.726
641,-327.169,501.524
642,-325.007,502.284
643,-322.824,503.044
644,-320.618,503.804
645,-318.503,504.526
646,-316.257,505.286
647,-314.102,506.008
648,-311.929,506.730
649,-309.738,507.452
650,-307.527,508.174
651,-305.298,508.896
652,-303.051,509.618
653,-300.905,510.302
654,-298.743,510.986
655,-296.443,511.708
656,-294.248,512.392
657,-292.037,513.076
658,-289.810,513.760
659,-287.692,514.406
660,-285.435,515.090
661,-283.289,515.736
662,-281.002,516.420
663,-278.828,517.066
664,-276.641,517.712
665,-274.310,518.396
666,-272.095,519.042
667,-269.867,519.688
668,-267.759,520.296
669,-265.506,520.942
670,-263.240,521.588
671,-261.096,522.196
672,-258.805,522.842
673,-256.638,523.450
674,-254.324,524.096
675,-252.134,524.704
676,-249.934,525.312
677,-247.723,525.920
678,-245.501,526.528
679,-243.269,527.136
680,-241.027,527.744
681,-238.774,528.352
682,-236.511,528.960
683,-234.238,529.568
684,-232.098,530.138
685,-229.806,530.746
686,-227.648,531.316
687,-225.337,531.924
688,-223.161,532.494
689,-220.832,533.102
690,-218.639,533.672
691,-216.438,534.242
692,-214.229,534.812
693,-211.864,535.420
694,-209.638,535.990
695,-207.405,536.560
696,-205.163,537.130
697,-202.914,537.700
698,-200.658,538.270
699,-198.545,538.802
700,-196.274,539.372
701,-193.996,539.942
702,-191.710,540.512
703,-189.570,541.044
704,-187.271,541.614
705,-184.964,542.184
706,-182.805,542.716
707,-180.485,543.286
708,-178.314,543.818
709,-175.981,544.388
710,-173.798,544.920
711,-171.609,545.452
712,-169.257,546.022
713,-167.056,546.554
714,-164.850,547.086
715,-162.639,547.618
716,-160.264,548.188
717,-158.041,548.720
718,-155.814,549.252
719,-153.581,549.784
720,-151.344,550.316
721,-149.101,550.848
722,-146.854,551.380
723,-144.601,551.912
724,-142.344,552.444
725,-140.083,552.976
726,-137.817,553.508
727,-135.546,554.040
728,-133.271,554.572
729,-131.154,555.066
730,-128.871,555.598
731,-126.583,556.130
732,-124.291,556.662
733,-121.995,557.194
734,-119.860,557.688
735,-117.556,558.220
736,-115.249,558.752
737,-113.103,559.246
738,-110.788,559.778
739,-108.470,560.310
740,-106.315,560.804
741,-103.990,561.336
742,-101.828,561.830
743,-99.496,562.362
744,-97.328,562.856
745,-94.991,563.388
746,-92.817,563.882
747,-90.474,564.414
748,-88.295,564.908
749,-85.946,565.440
750,-83.762,565.934
751,-81.576,566.428
752,-79.219,566.960
753,-77.028,567.454
754,-74.666,567.986
755,-72.470,568.480
756,-70.273,568.974
757,-67.904,569.506
758,-65.702,570.000
759,-63.499,570.494
760,-61.294,570.988
761,-58.917,571.520
762,-56.709,572.014
763,-54.498,572.508
764,-52.116,573.040
765,-49.903,573.534
766,-47.688,574.028
767,-45.472,574.522
768,-43.084,575.054
769,-40.865,575.548
770,-38.645,576.042
771,-36.424,576.536
772,-34.202,577.030
773,-31.808,577.562
774,-29.584,578.056
775,-27.360,578.550
776,-25.134,579.044
777,-22.908,579.538
778,-20.681,580.032
779,-18.282,580.564
780,-16.054,581.058
781,-13.826,581.552
782,-11.597,582.046
783,-9.367,582.540
784,-7.138,583.034
785,-4.737,583.566
786,-2.507,584.060
787,-0.277,584.554
788,1.953,585.048
789,4.183,585.542
790,6.412,586.036
791,8.813,586.568
792,11.043,587.062
793,13.272,587.556
794,15.500,588.050
795,17.728,588.544
796,19.956,589.038
797,22.354,589.570
798,24.581,590.064
799,26.807,590.558
800,29.032,591.052
801,31.256,591.546
802,33.479,592.040
803,35.872,592.572
804,38.093,593.066
805,40.314,593.560
806,42.533,594.054
807,44.750,594.548
808,47.137,595.080
809,49.353,595.574
810,51.566,596.068
811,53.779,596.562
812,56.159,597.094
813,58.368,597.588
814,60.576,598.082
815,62.951,598.614
816,65.155,599.108
817,67.357,599.602
818,69.726,600.134
819,71.924,600.628
820,74.120,601.122
821,76.483,601.654
822,78.674,602.148
823,80.864,602.642
824,83.219,603.174
825,85.403,603.668
826,87.753,604.200
827,89.933,604.694
828,92.109,605.188
829,94.451,605.720
830,96.622,606.214
831,98.958,606.746
832,101.123,607.240
833,103.453,607.772
834,105.778,608.304
835,107.935,608.798
836,110.254,609.330
837,112.404,609.824
838,114.716,610.356
839,117.024,610.888
840,119.164,611.382
841,121.465,611.914
842,123.762,612.446
843,126.055,612.978
844,128.180,613.472
845,130.465,614.004
846,132.745,614.536
847,135.021,615.068
848,137.293,615.600
849,139.560,616.132
850,141.661,616.626
851,143.920,617.158
852,146.174,617.690
853,148.422,618.222
854,150.666,618.754
855,152.906,619.286
856,155.299,619.856
857,157.528,620.388
858,159.751,620.920
859,161.970,621.452
860,164.183,621.984
861,166.390,622.516
862,168.750,623.086
863,170.946,623.618
864,173.137,624.150
865,175.478,624.720
866,177.656,625.252
867,179.985,625.822
868,182.151,626.354
869,184.466,626.924
870,186.621,627.456
871,188.922,628.026
872,191.217,628.596
873,193.352,629.128
874,195.632,629.698
875,197.905,630.268
876,200.171,630.838
877,202.429,631.408
878,204.530,631.940
879,206.773,632.510
880,209.009,633.080
881,211.385,633.688
882,213.604,634.258
883,215.816,634.828
884,218.019,635.398
885,220.214,635.968
886,222.546,636.576
887,224.724,637.146
888,227.038,637.754
889,229.198,638.324
890,231.493,638.932
891,233.636,639.502
892,235.911,640.110
893,238.177,640.718
894,240.432,641.326
895,242.537,641.896
896,244.773,642.504
897,246.998,643.112
898,249.350,643.758
899,251.554,644.366
900,253.746,644.974
901,255.927,645.582
902,258.233,646.228
903,260.392,646.836
904,262.674,647.482
905,264.810,648.090
906,267.067,648.736
907,269.311,649.382
908,271.542,650.028
909,273.760,650.674
910,275.965,651.320
911,278.157,651.966
912,280.462,652.650
913,282.626,653.296
914,284.776,653.942
915,287.038,654.626
916,289.284,655.310
917,291.515,655.994
918,293.607,656.640
919,295.929,657.362
920,298.112,658.046
921,300.278,658.730
922,302.429,659.414
923,304.681,660.136
924,306.915,660.858
925,309.131,661.580
926,311.328,662.302
927,313.506,663.024
928,315.665,663.746
929,317.806,664.468
930,320.038,665.228
931,322.249,665.988
932,324.438,666.748
933,326.606,667.508
934,328.752,668.268
935,330.982,669.066
936,333.083,669.826
937,335.265,670.624
938,337.422,671.422
939,339.655,672.258
940,341.762,673.056
941,343.941,673.892
942,346.093,674.728
943,348.217,675.564
944,350.408,676.438
945,352.567,677.312
946,354.695,678.186
947,356.793,679.060
948,358.947,679.972
949,361.068,680.884
950,363.153,681.796
951,365.288,682.746
952,367.386,683.696
953,369.445,684.646
954,371.545,685.634
955,373.682,686.660
956,375.697,687.648
957,377.819,688.712
958,379.819,689.738
959,381.916,690.840
960,383.959,691.942
961,385.948,693.044
962,387.949,694.184
963,389.955,695.362
964,391.899,696.540
965,393.899,697.794
966,395.827,699.048
967,397.739,700.340
968,399.627,701.670
969,401.483,703.038
970,403.301,704.444
971,405.118,705.926
972,406.831,707.408
973,408.561,709.004
974,410.171,710.600
975,411.762,712.310
976,413.244,714.058
977,414.663,715.920
978,415.939,717.820
979,417.103,719.834
980,418.087,721.886
981,418.906,724.052
982,419.514,726.294
983,419.883,728.574
984,420.000,730.892
985,419.860,733.172
986,419.468,735.452
987,418.837,737.694
988,417.997,739.860
989,416.992,741.912
990,415.808,743.926
991,414.513,745.826
992,413.107,747.650
993,411.610,749.398
994,410.006,751.108
995,408.383,752.704
996,406.683,754.262
997,404.915,755.782
998,403.135,757.226
999,401.258,758.670
1000,399.444,760.000
